1683	22	6017
2278	61	8332
8268	51	14851
6052	3	6987
12848	72	17226
3622	51	10004
3538	44	2991
10787	49	7216
6619	24	16695
14379	44	8558
18887	28	12497
18840	71	14388
15733	44	18822
2470	66	11505
12822	12	13038
7788	35	681
3811	66	13905
14504	47	11128
9388	67	11774
936	70	2733
6431	32	6627
14996	24	3355
17232	50	3789
14665	70	2245
12066	67	6101
11572	24	9521
18070	72	15590
11896	12	15594
6021	22	12201
2221	20	14863
12577	51	146
12275	67	5610
18413	33	15725
12914	51	2007
8193	39	12060
13822	24	18765
233	72	12487
14541	28	12497
9994	45	2298
13984	32	5374
18437	44	12728
9443	32	6347
16722	25	16498
5514	50	8137
5353	71	1590
208	45	16503
7195	54	17237
6338	52	15045
5671	3	4403
14048	49	11658
11874	72	1356
2922	63	13289
11548	49	7831
6217	32	17996
13277	32	13426
17946	67	7977
3198	70	7237
12893	28	2845
16126	45	10243
18371	40	529
10628	54	4870
18205	3	4672
6065	61	7530
1591	14	8647
13862	20	14863
14124	12	7211
2403	61	14737
4378	10	16163
9699	50	5276
5836	71	7204
15805	28	3914
2288	47	13643
15050	10	4798
7246	10	2309
9907	24	15520
14669	71	18380
1426	49	9237
1940	28	146
10430	32	18747
729	20	10043
3137	72	2442
11864	16	2189
11452	30	13180
5960	50	14428
2055	50	12022
11096	24	12096
70	24	893
13400	28	1041
17237	54	12635
11914	10	12605
12287	72	2787
10131	28	6867
2983	32	17176
16404	10	12639
10118	70	14559
14928	54	4026
11514	67	10136
8793	24	12209
2192	39	18091
8447	3	4403
2002	37	3318
4584	67	8205
421	24	5212
4176	63	12858
467	39	13326
917	70	7342
13030	45	15270
15643	12	2093
18857	32	12029
3824	3	9652
14807	40	3843
5023	54	2913
5051	50	16794
12137	8	4292
3744	28	16097
1327	28	1747
5202	63	11444
15435	50	1211
4495	10	12756
13391	32	8772
2002	37	12634
79	45	12650
17277	38	2373
5666	72	3825
12477	32	12711
8561	20	631
18024	71	2628
8282	71	4995
16362	50	6458
13560	70	14559
13688	22	8519
2538	51	12605
15332	28	15118
12872	47	2151
10782	3	5612
7595	20	5921
4020	40	17945
13914	28	6945
2750	61	12686
2113	71	4995
9239	28	146
9599	67	7643
10740	20	5921
4375	61	12233
6008	70	14559
17047	3	15439
5974	35	2466
12380	3	5612
11414	67	10298
9682	24	13924
770	39	13326
7830	71	12736
3105	70	1058
2569	16	15071
4685	32	15440
12153	49	12172
14928	54	4632
11777	44	6043
204	32	14285
3205	10	13048
16957	12	4487
12771	14	15632
17722	70	14559
9548	24	7418
6204	70	14559
7852	37	4463
17397	12	6821
14669	71	18849
13041	16	6935
2223	38	3445
2763	12	2058
18834	30	4538
4864	24	9232
15390	24	11574
10581	63	13409
18763	47	11083
12202	25	12251
1237	40	10393
13865	30	4538
8992	61	8279
8174	47	2428
13978	47	8894
11628	24	11546
6003	20	4251
12865	71	12052
8599	54	7885
6831	70	14559
7299	37	16975
14606	32	13522
7025	10	11524
2161	33	12353
9847	50	5348
12244	67	3014
5918	50	18583
15470	56	18789
14668	49	17733
4971	37	6677
16999	61	3417
10654	61	4896
12387	72	9092
705	72	1996
15526	67	4949
13116	71	14388
17254	70	4150
5418	24	12246
1375	44	16654
1398	67	17796
10195	52	821
10213	51	12511
15261	3	15528
4690	44	5731
5547	47	7210
2500	28	12497
3142	33	13841
16403	63	12108
17943	70	14559
1289	71	14460
3318	37	7299
3772	32	5765
16489	50	6414
18085	40	5315
15971	40	5914
18906	70	9929
16844	40	10819
13823	24	4630
7035	20	631
6109	8	13017
11382	50	18170
4967	20	12617
5737	3	6887
12456	63	5510
9140	16	15051
7110	45	8068
16322	54	4632
9372	63	5536
8117	63	6830
15363	39	2274
2184	38	2873
3865	32	17113
10427	39	3499
7830	71	18380
5460	24	8116
18867	33	1811
7502	52	5143
15655	39	18427
660	25	12110
11336	33	11912
2862	8	422
2435	28	8931
4420	39	10395
4673	12	15594
16177	20	15909
15252	44	11042
703	3	2829
15101	29	1284
18779	32	13554
14006	63	13409
2294	12	11866
7270	54	3276
14010	67	7465
9061	71	18316
10484	63	12807
14773	8	12613
15800	51	5658
5352	24	10660
8114	28	6945
3612	45	4681
9216	49	381
4712	28	6093
17995	70	17608
10101	3	7808
15463	3	8499
15790	50	4009
13264	67	12792
5913	47	327
4963	56	6742
13677	56	18789
2535	63	14432
11933	50	18863
17601	32	18935
14569	32	17720
10650	32	3565
1361	63	12866
18337	67	10995
18539	71	4972
9762	25	17159
14323	10	15775
18702	37	246
6851	50	14502
5762	67	15556
3984	25	5785
17849	47	5209
9172	12	9150
13942	54	6370
6521	51	17092
5243	35	5814
2778	39	522
1120	45	6412
6525	8	8516
2884	67	18350
18549	14	17196
11875	37	4879
1757	16	10870
15552	61	16670
7980	33	18349
9722	50	6779
3668	49	6132
3839	45	10350
8538	67	176
11510	52	3217
11743	38	4785
3935	29	9375
10110	14	9027
18574	3	14290
15476	67	11863
2215	50	10488
2553	20	15889
10645	54	3154
18016	56	36
15566	29	8477
1605	20	631
14121	10	9854
6160	30	2098
5471	29	16049
11765	70	14559
6553	51	4582
6817	49	16837
2226	44	914
5387	61	6875
18536	40	18872
9466	51	1002
13465	39	5062
3619	20	9695
12044	30	7051
4954	63	4334
549	20	13996
6572	66	14431
7191	39	13326
1076	63	1049
3785	40	5470
12919	66	15220
11436	20	9695
15392	3	593
18533	67	5554
9114	37	12269
7830	71	4995
4834	12	11524
12575	70	14559
2992	56	8990
3408	47	3775
9575	3	10075
11631	28	2510
13408	66	18108
13209	14	4146
416	50	6503
2575	49	9057
18620	10	13334
17302	70	8820
15142	61	14858
4143	40	16587
253	24	8608
7598	30	10671
16215	72	18521
7525	39	11157
16850	40	6298
11220	3	5612
13175	45	6422
6472	37	17373
14681	12	8227
4250	72	6867
575	61	1401
4119	35	4019
7217	67	1723
2598	54	7885
13147	47	7276
480	39	12065
10599	40	2042
485	70	14559
989	49	7673
3819	44	13647
14654	20	3459
5516	71	11261
10856	40	7398
854	70	14559
9024	35	10696
2022	24	275
2184	38	11815
14304	28	16271
5002	12	8332
8737	72	1098
12369	50	14962
6490	47	13524
7898	49	13441
6163	12	18457
5137	66	3326
18367	24	7669
7315	50	12151
2436	10	10241
142	47	3350
3394	20	3459
3260	44	10783
1957	28	3954
10593	3	5612
18537	51	15214
18755	49	14548
8458	45	4597
18903	52	12584
8079	56	18789
7651	10	8180
18226	72	11346
7997	8	8516
6195	45	15726
4013	25	2734
3770	54	14928
15857	37	13589
6901	22	3512
6411	49	8758
12634	37	8292
5791	71	13442
8142	47	9600
8101	22	17770
8	20	631
17710	3	18015
6341	37	14339
8055	44	3786
8964	22	5345
443	50	18489
6524	16	15769
1424	51	7769
18639	3	4007
13873	61	3172
14463	45	9491
4066	52	14458
3449	37	14595
17726	38	16017
13535	44	16097
5132	54	11806
16180	10	16546
15348	72	13334
7968	44	590
8156	28	8180
10034	70	1058
14299	29	16568
11176	29	9063
1622	3	7480
7314	32	5838
17050	71	9259
7271	28	14507
6695	51	9751
5770	40	11356
6489	51	13851
14176	67	1709
7325	32	17188
18414	20	3459
10994	71	12052
11538	45	9188
18678	61	10754
17050	71	10612
1171	39	13326
4581	20	13212
17495	20	5921
15268	35	6754
13301	14	14514
