92314	92076
92314	93601
92435	93601
92941	93601
92941	93210
92941	93690
92127	93601
92127	92114
92127	93210
92316	93601
93447	93601
93447	92513
93447	93210
93447	92076
93447	92542
93447	92669
91889	93601
91889	92114
91889	93210
92506	92076
92506	93601
93086	92037
93086	93601
92050	92076
92050	93601
92017	93601
92017	92114
92017	93210
93015	93601
93015	93690
92242	93601
92242	92114
92242	93210
92713	93601
92408	93601
92408	93210
92408	93690
93318	93601
93318	92062
92436	92037
92436	93601
92436	92062
93220	92037
93220	93601
92251	93601
92251	92114
92251	93210
91894	93601
91894	92513
91894	93550
91894	93210
91894	92076
93557	92076
93557	93601
93557	92114
93557	93210
93191	92076
93191	92727
93191	93601
93498	92037
93498	93601
93498	93690
92070	93601
92070	92114
92070	93210
92179	92076
92179	93601
92179	92852
92179	93210
92778	92076
92778	93601
93185	93601
93185	93210
93185	92076
93185	92326
93185	92114
92582	93601
92582	92513
92582	93210
92582	92076
92582	92617
92690	92037
92690	93601
92690	93690
93542	92076
93542	93601
92248	92037
92248	93601
92248	93690
92248	92046
93208	93601
93045	92037
93045	93601
93045	93129
93045	93690
92032	93601
92032	92114
92032	93210
92551	93601
92551	92693
92551	93210
92551	92076
92551	92852
93415	93601
93415	93210
92033	93601
92824	93601
92824	92114
92824	93210
92691	92076
92691	93601
92691	92852
92691	92693
92117	93601
92117	92277
92117	93392
93187	93601
93187	92114
93187	93210
92758	92037
92758	93601
92758	93690
92758	92142
92758	92440
92758	93701
92237	92076
92237	93601
93665	91999
93665	93601
93665	92764
93658	92037
93658	93601
92703	92076
92703	93601
92703	92114
92703	93210
92092	91997
92092	93601
92092	93000
92092	92311
92092	92513
92092	93210
92092	92426
92092	92076
92092	92161
92092	92290
92328	93601
93592	93601
93592	92114
93592	93210
93377	92076
93377	93601
93377	92852
93377	93210
93411	92076
93411	93601
92909	93601
92909	92114
92909	93210
93564	92037
93564	93601
93564	92845
91925	93171
91925	93601
91925	93690
92263	93601
92263	92083
92263	92855
92263	93210
92263	93378
92286	93601
92286	92114
92286	93210
92745	93601
92745	93210
92745	92076
92745	92596
92745	92326
92745	92114
92208	93601
92208	93210
92208	92076
92208	92326
92208	92114
93586	93601
93586	92513
93586	92323
93586	93210
93586	92076
