92314	92076
92435	93601
92941	93210
92941	93690
92127	92114
92316	93601
93447	92542
91889	92114
92506	92076
93086	92037
92050	92076
92017	92114
93015	93690
92242	92114
92713	93601
92408	93210
92408	93690
93318	92062
92436	92037
92436	92062
93220	92037
92251	92114
91894	93550
93557	92076
93557	92114
93191	92727
93498	92037
93498	93690
92070	92114
92179	92852
92179	93210
92778	92076
93185	92326
93185	92114
92582	92617
92690	92037
92690	93690
93542	92076
92248	93690
92248	92046
93208	93601
93045	93129
93045	93690
92032	92114
92551	92693
92551	93210
93415	93210
92033	93601
92824	92114
92691	92693
92117	92277
93187	92114
92758	93690
92758	92440
92237	92076
93665	92764
93658	92037
92703	92076
92703	92114
92092	91997
92092	92426
92092	92161
92092	92290
92328	93601
93592	92114
93377	92852
93377	93210
93411	92076
92909	92114
93564	92845
91925	93171
92263	92083
92286	92114
92745	92596
92745	92326
92208	92326
92208	92114
93586	92323
93354	92114
92890	92142
93127	92114
93594	92076
93594	93210
93414	92114
92188	93220
92447	92596
92447	92326
92234	92037
92234	93690
93174	93210
93616	92697
92999	92076
91951	93258
92805	92083
92805	93449
92504	93210
92394	92114
93167	92114
92859	92855
92115	92326
92115	92114
92204	92062
93333	92076
93333	92114
93153	92154
93002	92323
93677	93612
93677	93690
92135	93220
92939	92076
92829	92764
92829	93690
92085	93601
93025	92076
93227	92323
92147	92037
93132	93225
93443	93601
92608	92944
92064	93601
93733	92076
93733	92114
92488	93612
92003	93690
93176	92076
93525	92037
93397	93601
93041	93210
92953	92114
93566	92037
93566	93690
92168	93210
92076	93601
93545	92076
92990	92114
93342	92037
93427	93210
92647	92037
92518	93210
92290	93000
93100	92323
93613	93612
93613	92272
92616	92326
92616	92114
92808	93210
92254	93601
92434	92076
93209	93142
92795	93601
93393	93210
93752	92852
93752	93210
92699	93428
93420	92326
93420	92114
93379	93225
92386	93210
92386	93690
92386	92852
93682	92114
92834	92076
92576	93392
91981	93258
92635	91969
92635	93690
92700	93392
92182	92114
92467	93601
92180	92381
92180	92693
92473	93601
93421	92693
93779	92326
93779	92114
92403	93220
92840	93210
93231	93601
91972	92037
92039	92114
93070	93601
92553	93601
93655	93601
92789	93240
92789	92162
91928	92381
91928	92693
92912	92114
92719	93601
92490	92074
93085	92114
93288	92855
91919	91969
92073	92311
92432	93601
92343	92114
92431	93368
93615	91876
92862	92479
92419	92037
93610	93429
92605	92855
92487	93601
92013	93210
92173	93273
93645	93701
91947	93601
92801	92479
92183	92037
92183	93690
92918	93625
92715	92323
91885	93142
93799	92937
92226	93601
92841	93601
93243	92037
93243	93690
92858	92076
92858	92372
92442	93057
93702	92037
93702	93690
92624	92381
92624	93210
93672	92037
92192	92764
92360	93701
92360	93690
92422	92037
93509	93210
92970	92076
93149	92076
93657	93210
92565	93601
93624	91969
92754	92076
93122	92114
93599	92513
93546	93516
92773	92114
