30605	67	61153
13019	56	59235
3124	32	2881
70473	37	59355
66189	45	7939
56579	10	65402
74465	37	68042
27871	61	31411
74206	37	22581
37738	29	14718
68869	24	10487
43994	45	61864
56829	33	75628
2972	35	25431
32690	10	66373
42227	18	64170
19101	70	43334
71358	18	35431
9601	37	42176
31938	18	52748
54698	44	7
60266	44	70944
55566	10	42853
32760	10	72077
18587	46	58262
36223	37	17340
58137	25	49010
13226	56	20723
58329	3	46643
68971	37	24598
17214	70	50652
35405	35	26588
47493	10	26097
50194	75	51639
77131	37	57222
18217	10	30428
4801	10	68433
20974	10	53438
21122	74	60761
18455	10	1647
28074	32	67196
76993	35	48295
63736	0	75544
69470	48	24714
50323	35	31518
34500	29	14718
75429	66	59701
46362	19	37274
54379	34	74479
26224	10	56744
49204	44	26504
7687	10	76878
64097	72	73246
34132	24	13935
72216	50	65324
3668	60	40516
38982	10	355
73423	52	5545
10357	46	31142
35500	24	38727
65144	13	12865
57662	46	76241
12860	24	76604
70703	46	28264
57860	33	13935
8925	10	66850
67999	70	58670
40247	46	55922
76525	5	9462
75024	58	48875
63875	66	67477
53774	37	24946
8920	60	56354
35904	37	14280
35074	9	17115
25798	10	26097
36524	61	1450
2777	33	13935
52590	46	12949
9984	45	15585
46089	5	46522
33855	35	41072
29592	59	60991
26261	46	33004
4550	24	76604
25669	37	43454
58823	61	7910
73649	46	39823
66735	43	33389
19367	70	10765
54967	74	41143
34801	5	55037
56740	36	1360
34959	74	37846
21951	3	47341
52968	49	20160
17165	10	77141
42323	37	19410
16908	70	20841
5109	20	2440
75772	43	31253
43991	33	53466
11922	5	46598
44713	10	73430
24123	5	3219
9194	3	48426
31990	10	25381
49408	49	29015
1588	43	15854
71735	49	58198
37676	49	38866
36164	34	45226
14420	61	69129
54302	49	15706
9634	24	48334
53700	5	77043
24815	34	62878
27455	70	7728
24650	17	14944
35344	24	76604
11993	50	37288
35845	10	34467
31843	0	46192
16572	7	34691
30278	61	7743
35929	61	35692
52293	10	16137
36576	50	4377
3073	43	30982
49875	44	58917
35320	10	8592
10076	71	34112
32353	10	49473
61481	37	8728
47544	3	53998
10409	49	69635
27559	45	35091
29766	58	48875
41919	43	51798
5584	37	67551
56052	44	28622
63084	18	6916
34265	49	15248
6669	10	66887
76567	68	36646
49573	5	21764
39904	74	10772
14282	24	76604
42467	49	21486
41861	33	65358
38513	68	70302
71481	46	34297
7701	43	35956
20816	10	72336
33638	10	73829
4186	50	57062
57451	43	42857
73170	18	18525
41999	37	61648
76330	10	22794
6177	7	48510
29715	52	31515
5521	37	2847
28876	3	44316
41072	35	21079
32530	50	28396
8074	37	43551
39678	35	1159
12184	5	55628
42964	32	74010
68499	61	320
76250	25	43377
44838	3	65275
67994	74	49951
8502	74	62431
35319	34	75752
21994	18	74519
29878	43	32021
16401	7	56297
15876	45	25540
29821	49	33254
36365	35	62947
64472	37	58629
31099	37	8728
17895	35	32165
73804	3	60451
14174	71	72873
55886	33	13935
61165	49	17489
46495	18	58230
71123	5	29323
68670	46	16920
67208	44	5233
59662	48	30649
16143	7	34691
58186	74	6402
18048	58	35104
8415	20	73845
32581	10	57649
22033	43	12804
24460	11	28148
58324	60	30618
15307	10	11747
25269	10	12259
28084	3	49737
64202	37	50768
56953	66	20501
69544	5	71851
58574	10	1491
1886	6	34104
69433	10	27951
47319	10	51947
76807	50	5226
19544	33	53466
63153	46	16050
34516	35	63532
29056	54	30319
16371	10	18858
40158	71	31387
31948	18	73085
22666	10	18717
4015	33	52512
37621	18	3479
35199	49	44860
71322	74	2977
15102	33	13935
68372	46	49082
70817	45	3985
48035	3	48426
48998	56	15825
61233	49	17819
25022	49	63685
58381	33	13935
57703	18	58842
6184	60	41989
66153	32	58170
7802	56	28021
37961	49	30126
41184	5	40994
70713	46	45500
2520	10	38435
59793	74	58363
71536	10	47948
24668	56	40213
23681	10	42853
14313	34	44045
64402	18	29974
57397	49	45919
17146	49	54274
57484	74	69542
75073	49	46967
57878	7	10008
74322	56	28769
48676	10	66373
72444	18	69136
35729	67	37160
57335	50	56354
11298	58	35104
218	61	39350
42644	36	75592
49005	34	5749
33307	74	51035
54335	43	25386
67279	49	12333
20014	10	62557
48783	36	10125
15857	70	7152
12073	37	65131
38773	3	20200
13987	37	61648
30036	47	14724
56150	47	46094
32679	50	62789
32319	66	70658
14829	49	69638
12633	46	52114
27615	37	67551
17462	50	45226
39897	61	58673
65819	35	13584
43841	36	73327
75851	36	36599
48591	49	13495
41055	50	11496
7715	18	13010
36285	6	34104
21627	45	40439
21257	49	47491
51275	18	32232
47876	58	35104
68739	3	74617
67595	10	61677
14812	37	49289
62885	7	34691
59355	61	62056
75330	59	60991
8652	10	66373
46804	52	48578
10352	50	35158
39114	16	22214
23087	18	21350
74058	29	14718
8785	37	8728
54286	34	27324
49588	71	43828
30907	5	42590
6899	33	53466
56134	10	48030
25926	67	10094
382	36	55223
72543	29	14718
33920	10	77141
21072	74	24437
54537	74	31705
2512	71	4352
71416	34	73338
45049	35	5729
50045	46	66084
18781	35	27131
71896	34	71560
50997	49	31749
38777	35	61739
11661	61	67054
76583	0	43624
30499	0	2700
13775	50	67915
53086	50	44816
49435	18	24031
16521	49	75209
20243	43	57496
23435	61	69154
9761	35	18307
46122	56	36621
33616	56	8215
51112	43	72189
29069	74	64155
67587	34	35147
7569	18	61931
64024	74	2653
30289	18	13719
58378	28	33164
65755	49	44597
3574	74	26009
56928	29	14718
75618	74	43269
48445	25	32199
32428	5	60348
18653	74	13384
70190	24	75628
44100	49	64088
57080	18	95
55711	50	55322
41349	5	44350
74371	29	14718
13907	35	64827
60180	50	23596
28595	43	30054
40106	46	48040
27363	70	40497
2625	58	48875
39554	18	48664
17962	74	17212
26545	72	41008
38638	10	77141
53433	5	3862
76583	48	59256
54823	50	363
58193	72	60150
1267	10	29790
53990	34	45039
76584	37	57222
76731	18	53383
2956	0	49172
66438	40	75887
49251	34	53994
53428	32	27384
19648	43	33030
17287	10	4617
67192	37	70062
39378	49	74110
73477	5	28713
5515	10	59126
64584	50	68042
42720	37	59355
20598	58	48875
10096	3	49436
24604	45	42200
1061	18	3486
68840	36	19108
48353	32	8377
4342	10	48683
9012	18	7761
44233	32	68377
25418	72	4887
53748	19	26404
66587	35	73951
46712	70	44395
40100	48	33263
68602	18	10826
75772	43	41714
30860	58	35104
17546	18	65440
44493	60	40516
33068	26	30954
25279	34	20151
53051	49	15418
45282	22	54916
40480	18	48669
67296	22	16647
15250	43	14654
56298	50	60780
63062	44	65306
37427	18	5468
51047	34	42951
3247	63	51285
39347	10	28359
28990	35	63239
6594	10	17540
35180	10	46273
46228	49	6144
73610	49	31241
25086	56	40213
3581	29	14718
28849	43	22414
37443	32	39141
30955	74	31065
228	70	22586
31754	35	60581
62284	56	53376
25162	74	14059
3007	3	24420
29979	71	29460
34554	33	53466
31905	28	42230
50512	49	52460
38409	3	41611
76830	71	15246
60561	46	15021
70335	67	46877
32480	0	68037
76029	43	531
45783	50	42658
70811	46	12949
35526	61	29381
64462	24	76604
70573	40	34270
43452	70	51091
43950	29	14718
17183	10	62557
72651	5	6630
48592	37	57222
34770	34	25212
45628	35	43289
39580	61	7910
46754	18	42244
36252	43	52237
74877	71	70792
4302	71	36885
20802	46	68742
55778	44	55468
6448	50	49006
71317	34	35386
52312	10	26633
65078	34	76180
31393	32	61645
66330	56	73949
44283	49	13130
8799	37	267
27689	18	19408
9836	61	12897
29140	5	9577
72578	70	43619
26230	3	52253
41297	35	30625
73134	18	54431
48284	44	41091
66737	32	22280
61776	3	52253
69245	61	54273
5662	46	36783
20134	1	57776
45259	43	43057
18322	74	52772
53588	58	35104
12911	43	47547
74375	37	59355
71455	71	65085
26694	35	44000
4400	17	5731
4923	24	76604
51858	70	64018
38183	61	20514
6542	37	59355
68375	34	24356
50645	39	60063
37734	45	16519
35134	10	4617
31958	32	70811
64503	70	51694
74010	44	69607
25040	70	22860
41955	46	27152
50169	50	12205
62391	19	26039
54563	64	2930
60113	18	48871
30501	72	11057
69329	10	64753
19132	10	27951
9516	37	59355
35707	46	64177
59271	70	30690
54069	18	42475
40924	50	40594
219	50	59168
42416	50	56354
40304	50	16793
60937	18	12589
64523	34	53992
4454	35	15076
60063	10	68427
67953	43	33463
33067	50	13576
3871	32	19653
58056	43	7873
65117	32	43456
18480	10	12387
46313	37	43551
76533	46	50977
29183	10	47948
10095	58	35104
65315	10	73829
18322	74	14845
26726	16	72018
55355	48	59256
14753	6	34104
10939	61	42586
31531	37	61648
22941	64	44218
63700	58	35104
37454	10	57649
1696	49	45849
945	18	26614
41995	27	4065
72166	3	44316
37708	35	68957
10842	10	28699
53322	10	47077
35775	10	14479
34775	36	36756
52134	49	11592
25336	46	227
336	35	10587
53080	10	8085
53848	34	2857
57385	32	41687
5653	37	46889
59085	35	40890
25738	37	30127
71237	17	40770
40040	46	36849
65816	71	8304
56542	7	77123
38275	46	71937
13372	35	72536
67773	5	48983
20041	26	45518
67612	28	39125
44507	19	27212
16464	5	29560
75573	0	7753
58661	72	29438
35420	5	56415
40121	10	68433
10866	10	66850
41579	47	48350
21103	66	65749
56051	18	10161
1178	18	62955
19094	61	41634
38811	37	64137
24617	49	24815
9999	71	45177
4416	37	57250
70043	75	23840
19137	32	50124
57268	10	20759
38556	7	16914
63546	32	3628
26143	46	22806
23242	58	48875
53168	10	41558
59457	44	35609
29213	45	72611
36893	37	70004
35770	34	37202
41138	50	74765
29313	75	64897
20169	45	64326
75841	50	11594
24653	10	56744
34880	74	63954
8617	61	22413
64228	49	31225
76634	18	500
58418	50	8936
53550	74	63611
47836	44	40413
27018	52	10998
9667	72	2127
50719	35	9179
9971	35	23269
38136	37	6960
24136	46	44102
12432	43	63647
60052	34	2286
10823	37	70004
15407	61	64704
60277	70	56064
49321	35	14535
19826	74	44744
59277	43	67789
54963	32	26048
15736	61	49344
45467	29	14718
70212	70	50979
29736	37	18621
34710	47	60811
25079	43	42068
34554	68	66248
1457	10	1647
48050	58	35104
6091	32	17684
58295	46	59797
522	23	62713
56680	5	63670
52032	34	57729
48612	18	3953
41325	3	62828
51307	50	36282
11003	34	17328
32017	49	64152
44620	50	14053
49247	35	55826
10955	5	51955
40156	74	58170
74600	58	35104
76680	74	13737
64220	50	50026
10400	5	26865
40293	74	75094
63622	49	61150
63379	18	26848
10683	49	47021
6032	18	72226
73063	10	51015
42181	71	67140
25920	10	27834
20010	10	11747
77071	50	10253
8743	56	6699
45192	70	28711
35733	56	52142
72443	49	69473
32464	5	52588
67962	10	5304
9826	33	13935
75336	10	47948
41241	18	64065
35763	9	19462
51637	67	536
75552	49	44641
5226	71	49948
47038	40	17675
1407	18	63862
15412	71	58216
33652	44	8377
60014	19	12013
22759	70	49554
65672	44	33979
34418	17	8451
31720	59	2738
69026	24	48334
57949	37	43551
53977	18	41777
72627	10	38435
56901	74	49650
65103	35	36972
20078	10	66850
45613	49	18936
67687	37	43551
26767	49	71458
57635	50	62926
63091	10	38435
28282	49	45470
38606	58	35104
28410	10	70007
21811	49	62306
34066	19	33581
56486	18	54558
10612	18	37780
57289	45	32559
73483	35	58624
67689	44	16235
12900	49	72895
70882	70	73337
5737	0	17385
59647	49	49872
34029	18	23124
4619	3	53628
43267	20	41661
58059	43	6077
26434	18	42756
58905	10	68427
10401	70	68703
32599	8	24538
37764	61	73256
47958	35	24791
60553	6	34104
59904	61	64977
59406	5	265
51292	45	48999
54128	34	65131
22600	10	27951
4060	48	6656
3809	6	34104
55215	56	19101
36147	10	18717
38134	10	57649
45847	47	8512
65497	34	65147
23478	56	36237
36303	70	70692
13483	7	46903
52154	10	73430
63711	37	21655
32150	35	71915
26773	62	75008
68333	29	14718
4411	56	54712
58968	50	1014
49810	3	64740
2519	49	48586
3783	72	73506
53686	6	34104
55842	28	36900
5905	66	59037
22011	10	68433
34959	44	10956
69729	34	61074
14042	35	25477
29312	71	9759
47937	10	66373
23088	37	43551
75552	18	65231
57520	25	12518
8657	45	55510
64489	35	2963
20924	61	46429
52046	33	38727
13578	44	48281
67011	34	59839
4453	37	59355
40920	56	28849
72369	52	29987
70815	35	7280
50278	74	71620
59235	43	13019
27821	66	30184
45539	60	61136
2976	10	65402
15159	52	72862
22786	37	41119
76706	58	35104
10007	35	16047
34319	56	41454
74891	18	5842
1189	49	2851
21420	61	26865
31594	75	54723
2839	36	50697
22762	5	14708
16467	5	49791
38145	10	29686
66247	18	11075
31084	3	26153
25045	58	48875
21348	32	44086
13375	5	64368
59320	50	66287
56233	74	27
31933	33	13935
23833	74	54252
62577	47	62295
36894	44	29914
2041	49	67195
43653	34	13259
36065	50	61264
9439	66	6126
50399	35	74600
31854	10	50095
39172	71	52534
40477	45	35044
15934	10	48666
44707	46	4636
15939	10	45462
62391	3	64904
7652	37	2847
13162	44	28589
18700	3	29971
70503	35	59480
17183	74	26005
63428	10	54855
11619	48	53757
17150	56	18892
11808	52	48315
24989	37	52182
31320	18	36704
9848	10	23760
63838	37	68042
3569	49	13995
71480	24	48334
56133	5	4045
12557	10	11747
43499	18	9380
4249	47	48350
50654	50	17180
27421	18	47916
47326	56	68879
32107	29	14718
38218	75	56562
14064	10	62094
36062	61	74332
22874	10	48692
64322	3	32462
67958	46	41296
13360	56	9793
3875	17	70593
26972	66	17208
4470	10	44978
17440	44	21921
57380	18	5886
67496	33	52512
51382	4	8418
38806	5	36467
44386	17	64945
41146	22	53881
66891	49	62269
38768	45	51938
40342	49	22124
46806	32	28573
68374	18	10403
44686	37	70062
28593	37	267
62917	10	11747
9576	37	17340
11196	17	66237
16807	43	55007
3177	10	65402
62308	32	2376
12168	43	1487
52981	10	39782
72952	3	11066
70796	10	10167
75839	10	14479
46213	35	56892
70273	37	5484
15795	45	4220
10376	7	45349
5462	18	4486
62802	5	71062
60429	33	13935
40484	58	48875
43125	5	6518
44885	10	11747
58581	37	43551
21783	49	68758
57154	58	35104
26052	5	9977
68619	10	50338
14300	10	76878
34127	18	4245
2796	3	29971
57319	22	6377
8317	61	26414
69477	46	52684
32261	45	21178
14575	34	8059
59216	66	31356
4687	10	69039
59643	48	2375
69090	37	68042
27836	71	67838
33418	10	77141
61530	46	50167
27243	56	59177
30943	58	35104
47937	10	1491
9196	10	29686
12219	17	50123
38394	49	40598
74587	43	9186
62328	70	48890
72586	10	14863
67309	67	47995
61515	26	11749
74121	10	54865
1418	48	59256
48969	5	37767
42537	10	20531
50287	50	56629
20672	18	11854
51866	74	72559
26412	49	33395
64242	3	49436
5651	18	76839
53183	50	27210
4911	66	55257
11785	35	73559
43831	35	43544
196	49	36645
11562	10	53438
19604	50	41025
68877	18	31572
75615	6	34104
40376	50	36080
35865	10	35203
913	66	68645
50175	0	73111
14624	49	65336
66159	24	53466
11784	50	37288
36488	33	13935
61844	74	40455
20812	5	43440
44862	3	48426
59232	74	35680
55971	50	52829
39396	49	63685
9529	37	50768
24611	46	36744
69049	37	22581
3562	10	23139
82	5	26057
66019	44	58490
12732	45	33515
72517	18	24381
38011	29	14718
30676	43	53102
30804	71	43597
59514	10	48666
23354	18	29860
42493	10	3103
8512	43	45847
9783	15	36383
67906	37	68042
31706	3	61025
54566	32	60369
4216	75	31014
9999	61	67054
49446	56	61265
2615	10	73829
41094	3	52253
74895	71	19068
18385	24	17312
65248	49	45186
40703	52	26801
41735	32	51236
21429	49	43039
70588	46	66561
9066	18	16248
55679	44	6190
60348	19	5979
30759	49	54608
35903	71	41043
12860	29	14718
21006	72	55178
9107	34	13091
51391	49	31931
40708	37	43551
47758	50	76043
10182	35	41640
44833	66	58003
12523	27	15583
4827	32	63819
51904	32	345
56901	37	15807
45052	6	34104
1918	28	25820
7935	10	17232
54927	10	11747
44850	18	25576
14459	0	34628
22742	56	76748
36893	50	75242
55212	37	30568
64969	10	29686
37880	70	45411
76127	35	22788
60664	50	6428
76454	46	65245
19923	35	58347
9351	37	15611
3336	3	30123
18643	49	36907
69391	10	77141
77120	34	64978
4200	49	73700
11524	7	25945
52293	37	2847
1709	18	35527
46990	10	47948
57383	52	51907
2179	50	40780
51206	18	17356
64122	18	31291
25637	74	6928
37936	10	11747
29593	18	68375
59266	3	27296
10428	59	3171
4152	18	40624
12901	23	53515
70838	34	74352
35332	46	37697
72534	3	3430
57580	18	43881
18892	43	53150
7846	37	57222
29710	15	3553
62801	61	31875
62082	3	59626
13888	34	43312
25097	10	7399
23406	56	34190
41697	46	51570
18887	37	43551
74034	37	59707
26144	44	17115
12638	5	36142
74122	34	63682
45623	37	50768
46853	70	10291
8344	48	146
41850	3	27549
39419	10	72829
44683	5	40661
44604	67	12160
57366	3	59626
75264	58	48875
25755	28	21794
69051	35	1514
41311	32	1414
14399	5	40468
69080	61	39891
17258	52	75516
40527	0	4415
12389	18	42951
4915	49	68335
40804	10	73829
48237	36	38851
5919	43	38384
46574	10	11747
30131	5	71858
23650	45	38341
4176	10	11931
14467	46	4512
6536	49	70005
71764	10	66373
13500	43	37057
73990	29	14718
44344	60	44816
41284	27	69480
17576	18	43551
8412	18	27865
4082	74	3564
2693	61	56015
45542	10	45462
26704	44	19732
29943	10	42853
57320	10	12387
63843	36	43278
3832	50	60526
7837	49	37824
32709	10	70007
42184	56	19168
29353	32	53904
36164	25	41183
65915	50	22428
17764	18	18844
45713	45	651
54981	50	56354
807	35	64021
425	74	16556
76408	74	27081
7496	45	12973
30755	5	29227
40247	46	76192
1414	74	41311
2174	43	63842
70156	46	57849
10300	35	52783
28194	45	27957
398	18	48942
34132	50	58010
43833	28	24938
63784	18	14274
20152	28	25740
53315	46	4636
10224	37	70004
8568	37	50768
19454	70	62509
19906	3	62523
26009	32	3574
73941	0	29218
52612	10	11747
35091	18	43551
61546	17	23619
33594	50	66938
23798	35	5532
59320	10	11747
5044	29	14718
5159	32	22552
9327	35	14646
38106	56	67826
33058	66	19182
34989	61	58765
4712	3	30123
55670	5	42443
36258	28	63293
65976	35	25871
24069	18	42115
65167	35	21731
56742	10	29686
25469	18	27653
20998	32	41906
14075	46	64177
22041	74	2579
30152	18	53878
2404	44	15318
75700	35	65546
72258	37	61648
20667	24	13935
31362	10	57649
36972	35	21403
75050	34	62878
58398	44	1416
76375	67	45190
